Id,MS SubClass,MS Zoning,Lot Area,Lot Shape,Utilities,Land Slope,Neighborhood,Condition 2,Overall Qual,Overall Cond,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Val,Mo Sold,SalePrice,age_of_home,age_of_garage,age_of_remodel,Street_Pave,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,Condition 1_Feedr,Condition 1_Norm,Condition 1_PosA,Condition 1_PosN,Condition 1_RRAe,Condition 1_RRAn,Condition 1_RRNe,Condition 1_RRNn,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Roof Matl_CompShg,Roof Matl_Membran,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Central Air_Y,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_No Garage,Bsmt Exposure_2.0,Bsmt Exposure_3.0,Bsmt Exposure_4.0,Bsmt Exposure_5.0
2079,20,RL,12615,3,3,3,Edwards,Norm,6,7,WdShing,Wd Shng,None,0.0,3,3,3,4,5.0,477.0,1.0,0.0,725.0,1202.0,GasA,3,5,2158,0,0,2158,1.0,0.0,2,0,4,1,4,7,Typ,1,4.0,1,2.0,576.0,3.0,3.0,3,0,29,39,0,0,0,0.0,8.0,0,6,243000,71,71.0,20,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
2272,20,RL,14536,3,3,3,Timber,Norm,8,5,VinylSd,VinylSd,BrkFace,236.0,4,3,4,3,6.0,1300.0,1.0,0.0,316.0,1616.0,GasA,5,5,1629,0,0,1629,1.0,0.0,2,0,3,1,4,9,Typ,1,4.0,5,3.0,808.0,3.0,3.0,3,0,252,0,0,0,0,0.0,0.0,0,11,270000,19,19.0,18,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
2250,20,RL,9187,3,3,3,Mitchel,Norm,6,5,VinylSd,VinylSd,None,0.0,3,4,3,3,5.0,336.0,1.0,0.0,748.0,1084.0,GasA,3,5,1080,0,0,1080,0.0,0.0,1,1,3,1,3,5,Typ,0,0.0,1,2.0,484.0,3.0,3.0,3,120,0,158,0,0,0,0.0,0.0,0,6,134000,38,38.0,38,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
502,60,RL,9900,3,3,2,NoRidge,Norm,7,5,HdBoard,HdBoard,BrkFace,256.0,4,3,4,3,6.0,987.0,1.0,0.0,360.0,1347.0,GasA,5,5,1372,1274,0,2646,1.0,0.0,2,1,4,1,4,9,Typ,1,3.0,3,3.0,656.0,3.0,3.0,3,340,60,144,0,0,0,0.0,0.0,0,4,260000,28,28.0,28,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
2166,60,RL,8333,3,3,3,CollgCr,Norm,7,5,VinylSd,VinylSd,None,0.0,4,3,4,3,1.0,0.0,1.0,0.0,738.0,738.0,GasA,4,5,738,753,0,1491,0.0,0.0,2,1,3,1,4,7,Typ,1,4.0,3,2.0,484.0,3.0,3.0,3,100,30,0,0,0,0,0.0,0.0,0,5,168675,15,15.0,15,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1622,80,RL,10147,2,3,3,Gilbert,Norm,6,5,HdBoard,HdBoard,BrkFace,32.0,3,3,4,3,2.0,186.0,1.0,0.0,206.0,392.0,GasA,4,5,924,770,0,1694,0.0,0.0,2,1,3,1,3,7,Typ,1,3.0,5,2.0,398.0,3.0,3.0,3,256,64,0,0,0,0,0.0,8.0,0,3,160000,27,27.0,27,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1299,50,RM,5914,3,3,3,OldTown,Norm,5,9,Wd Sdng,HdBoard,None,0.0,3,3,2,3,1.0,0.0,1.0,0.0,684.0,684.0,GasA,4,5,684,396,0,1080,0.0,0.0,1,0,3,1,4,5,Typ,0,0.0,0,0.0,0.0,0.0,0.0,1,0,165,30,0,0,0,0.0,0.0,0,9,95000,131,131.0,25,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
832,60,RL,11646,2,3,3,CollgCr,Norm,6,5,VinylSd,VinylSd,None,0.0,4,3,4,3,1.0,0.0,1.0,0.0,704.0,704.0,GasA,5,5,704,718,0,1422,0.0,0.0,2,1,3,1,4,7,Typ,1,4.0,5,2.0,440.0,3.0,3.0,3,36,28,0,0,0,0,0.0,0.0,0,7,173000,16,16.0,15,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
2470,20,FV,7200,3,3,3,Somerst,Norm,7,5,VinylSd,VinylSd,None,0.0,4,3,4,4,1.0,0.0,1.0,0.0,1293.0,1293.0,GasA,5,5,1301,0,0,1301,1.0,0.0,2,0,2,1,4,5,Typ,1,4.0,3,2.0,572.0,3.0,3.0,3,216,121,0,0,0,0,0.0,0.0,0,8,187750,15,15.0,15,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1017,60,RL,20544,2,3,3,NWAmes,Norm,7,6,Plywood,Plywood,BrkFace,123.0,3,4,4,3,1.0,0.0,1.0,0.0,791.0,791.0,GasA,4,5,1236,857,0,2093,0.0,0.0,2,1,3,1,3,7,Typ,1,3.0,5,2.0,542.0,3.0,3.0,3,364,63,0,0,0,0,0.0,8.0,0,11,215000,35,35.0,30,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1384,20,RL,9981,2,3,3,Sawyer,Norm,5,5,MetalSd,MetalSd,BrkFace,340.0,3,3,3,3,4.0,221.0,1.0,0.0,852.0,1073.0,GasA,4,5,1073,0,0,1073,0.0,0.0,1,0,3,1,3,6,Typ,0,0.0,3,1.0,270.0,3.0,3.0,3,0,90,0,0,0,0,0.0,8.0,0,3,120000,54,54.0,54,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1790,20,RL,8251,3,3,3,Somerst,Norm,7,5,VinylSd,VinylSd,BrkFace,143.0,4,3,4,4,6.0,778.0,1.0,0.0,716.0,1494.0,GasA,5,5,1506,0,0,1506,1.0,0.0,2,0,3,1,4,7,Typ,1,4.0,3,2.0,672.0,3.0,3.0,3,192,35,0,0,0,0,0.0,0.0,0,4,249000,16,16.0,15,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
2530,20,RL,10140,3,3,3,NWAmes,Norm,7,6,HdBoard,HdBoard,BrkFace,264.0,3,3,3,3,4.0,553.0,2.0,68.0,713.0,1334.0,GasA,4,5,1334,0,0,1334,1.0,0.0,2,0,3,1,3,7,Typ,0,0.0,3,2.0,477.0,3.0,3.0,3,0,20,35,0,264,0,0.0,0.0,0,4,164500,54,54.0,54,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2893,120,RM,8239,2,3,3,GrnHill,Norm,7,5,BrkFace,Wd Sdng,None,0.0,4,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,4,5,1295,0,0,1295,0.0,0.0,2,0,2,1,4,5,Typ,0,0.0,3,1.0,312.0,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,0,11,230000,35,35.0,35,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2027,70,RM,5700,2,3,3,OldTown,Norm,7,6,Wd Sdng,Wd Shng,None,0.0,3,3,3,3,3.0,336.0,1.0,0.0,336.0,672.0,GasA,4,4,672,672,0,1344,1.0,0.0,1,1,3,1,4,6,Typ,1,4.0,1,2.0,456.0,3.0,3.0,3,0,0,70,0,0,0,0.0,10.0,0,9,140000,92,42.0,31,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
683,20,RL,7200,3,3,3,NAmes,Norm,5,7,MetalSd,MetalSd,None,0.0,3,4,3,4,5.0,630.0,4.0,102.0,0.0,732.0,GasA,3,5,732,0,0,732,1.0,0.0,1,0,2,1,3,4,Typ,0,0.0,1,1.0,240.0,3.0,3.0,3,0,68,0,0,0,0,0.0,0.0,0,9,118900,69,69.0,69,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
823,20,RL,9178,3,3,3,CollgCr,Norm,8,5,VinylSd,VinylSd,None,0.0,4,3,4,3,1.0,0.0,1.0,0.0,1468.0,1468.0,GasA,5,5,1468,0,0,1468,0.0,0.0,2,0,3,1,4,6,Typ,1,4.0,3,3.0,904.0,3.0,3.0,3,192,142,0,0,0,0,0.0,0.0,0,6,239900,13,13.0,13,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
2374,120,RL,4043,3,3,3,NPkVill,Norm,6,5,Plywood,Plywood,None,0.0,3,3,4,3,5.0,727.0,4.0,156.0,186.0,1069.0,GasA,4,5,1069,0,0,1069,0.0,1.0,2,0,2,1,3,4,Typ,1,1.0,3,2.0,440.0,3.0,3.0,3,0,55,0,0,225,0,0.0,0.0,0,7,146300,46,46.0,46,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1594,120,RM,4224,3,3,3,MeadowV,Norm,5,6,CemntBd,CmentBd,None,0.0,3,3,4,3,6.0,769.0,1.0,0.0,271.0,1040.0,GasA,4,5,1040,0,0,1040,0.0,0.0,1,0,3,1,3,6,Typ,0,0.0,1,2.0,499.0,3.0,3.0,3,0,100,0,0,0,0,0.0,0.0,0,6,124000,46,46.0,46,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2049,190,RL,11235,3,3,3,Sawyer,Norm,5,5,HdBoard,HdBoard,None,0.0,3,3,4,3,5.0,925.0,1.0,0.0,0.0,925.0,GasA,3,5,999,0,0,999,1.0,0.0,1,0,3,1,3,6,Typ,0,0.0,1,1.0,308.0,3.0,3.0,3,40,176,0,0,0,0,0.0,8.0,0,3,130000,58,58.0,58,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1813,20,RL,8450,3,3,3,SawyerW,Norm,7,5,VinylSd,VinylSd,BrkFace,108.0,3,3,4,3,1.0,0.0,1.0,0.0,1349.0,1349.0,GasA,5,5,1349,0,0,1349,0.0,0.0,2,0,3,1,3,6,Typ,0,0.0,1,2.0,539.0,3.0,3.0,3,120,55,0,0,0,0,0.0,10.0,0,12,179000,21,21.0,20,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
365,20,RL,11851,3,3,3,Gilbert,Norm,7,5,HdBoard,HdBoard,None,0.0,3,3,4,3,1.0,0.0,1.0,0.0,1424.0,1424.0,GasA,5,5,1442,0,0,1442,0.0,0.0,2,0,3,1,3,5,Typ,0,0.0,3,2.0,500.0,3.0,3.0,3,0,34,0,508,0,0,0.0,0.0,0,5,180500,31,31.0,31,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
176,30,RM,4608,3,3,3,OldTown,Norm,4,6,MetalSd,MetalSd,None,0.0,3,4,3,3,1.0,0.0,1.0,0.0,747.0,747.0,GasA,3,5,747,0,0,747,0.0,0.0,1,0,2,1,3,4,Typ,0,0.0,1,1.0,220.0,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,0,6,80000,76,76.0,71,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
510,20,RL,9262,3,3,3,Somerst,Norm,8,5,CemntBd,CmentBd,Stone,194.0,4,3,4,3,1.0,0.0,1.0,0.0,1573.0,1573.0,GasA,5,5,1578,0,0,1578,0.0,0.0,2,0,3,1,5,7,Typ,1,4.0,5,3.0,840.0,3.0,3.0,3,0,36,0,0,0,0,0.0,0.0,0,5,287090,13,13.0,12,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1326,20,RM,12702,3,3,3,OldTown,Norm,5,5,BrkFace,BrkFace,None,0.0,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,4,4,882,0,0,882,0.0,0.0,1,0,2,1,3,4,Typ,0,0.0,1,1.0,308.0,3.0,3.0,3,0,45,0,0,0,0,0.0,0.0,0,12,97000,65,65.0,65,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2423,120,RL,2938,3,3,3,Blmngtn,Norm,7,5,VinylSd,VinylSd,BrkFace,40.0,4,3,4,3,6.0,1038.0,1.0,0.0,330.0,1368.0,GasA,5,5,1511,0,0,1511,1.0,0.0,2,0,2,1,4,5,Typ,1,3.0,5,2.0,398.0,3.0,3.0,3,130,30,0,0,0,0,0.0,0.0,0,5,246990,19,19.0,19,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1631,20,RL,18160,3,3,3,Gilbert,Norm,6,6,HdBoard,HdBoard,BrkCmn,138.0,3,3,3,3,4.0,550.0,1.0,0.0,752.0,1302.0,GasA,2,5,1128,0,0,1128,1.0,0.0,1,0,3,1,3,6,Typ,1,3.0,1,2.0,480.0,3.0,3.0,2,0,108,246,0,0,0,0.0,8.0,0,3,154204,57,57.0,57,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1263,20,RL,11355,2,3,3,NAmes,Norm,7,7,HdBoard,HdBoard,BrkFace,125.0,3,3,3,3,4.0,637.0,1.0,0.0,675.0,1312.0,GasA,5,5,1312,0,0,1312,0.0,0.0,1,1,3,1,3,6,Typ,1,4.0,3,2.0,495.0,3.0,3.0,3,0,304,144,0,0,0,0.0,8.0,6500,4,186000,63,63.0,20,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1046,160,RM,1680,3,3,3,BrDale,Norm,5,5,HdBoard,HdBoard,BrkFace,356.0,3,3,3,3,3.0,350.0,1.0,0.0,280.0,630.0,GasA,3,5,630,672,0,1302,0.0,0.0,2,1,3,1,3,6,Typ,0,0.0,1,1.0,264.0,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,0,12,111750,49,49.0,49,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
47,20,RL,14300,3,3,2,NridgHt,Norm,9,5,VinylSd,VinylSd,BrkFace,1095.0,5,3,5,3,6.0,1373.0,1.0,0.0,1473.0,2846.0,GasA,5,5,2696,0,0,2696,1.0,0.0,2,1,3,1,5,10,Typ,2,4.0,5,3.0,958.0,3.0,3.0,3,220,150,0,0,0,0,0.0,0.0,0,6,500000,18,18.0,17,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1424,60,RL,10616,2,3,3,CollgCr,Norm,7,5,VinylSd,VinylSd,None,0.0,4,3,4,3,1.0,0.0,1.0,0.0,628.0,628.0,GasA,5,5,628,728,0,1356,0.0,0.0,2,1,3,1,4,6,Typ,1,4.0,5,2.0,484.0,3.0,3.0,3,100,24,0,0,0,0,0.0,0.0,0,3,177439,14,14.0,14,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
429,60,RL,11308,2,3,3,NridgHt,Norm,9,5,VinylSd,VinylSd,Stone,154.0,5,3,5,3,6.0,936.0,1.0,0.0,168.0,1104.0,GasA,5,5,1130,1054,0,2184,1.0,0.0,2,1,3,1,5,10,Typ,1,4.0,5,3.0,836.0,3.0,3.0,3,0,102,0,0,0,0,0.0,0.0,0,7,335000,13,13.0,13,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1031,60,RL,10480,3,3,3,NWAmes,Norm,7,6,Plywood,Plywood,BrkFace,660.0,3,3,3,3,5.0,403.0,1.0,0.0,400.0,803.0,GasA,3,5,1098,866,0,1964,0.0,0.0,2,1,4,1,3,8,Typ,1,4.0,3,2.0,483.0,3.0,3.0,3,0,69,0,0,0,0,0.0,0.0,0,9,205000,45,45.0,45,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1635,120,RL,5118,2,3,3,StoneBr,Norm,8,5,CemntBd,CmentBd,None,0.0,4,3,4,3,6.0,926.0,1.0,0.0,386.0,1312.0,GasA,4,5,1321,0,0,1321,1.0,0.0,1,0,1,1,4,4,Typ,1,3.0,3,2.0,484.0,3.0,3.0,3,0,64,140,0,0,0,0.0,0.0,0,8,212000,31,31.0,31,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
309,120,RM,3811,2,3,2,Crawfor,Norm,8,5,CemntBd,CmentBd,Stone,186.0,4,3,5,3,6.0,1373.0,1.0,0.0,221.0,1594.0,GasA,5,5,1646,0,0,1646,1.0,1.0,2,0,2,1,4,5,Typ,1,4.0,5,2.0,525.0,3.0,3.0,3,128,53,0,0,155,0,0.0,0.0,0,5,246000,17,17.0,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1020,20,RL,10825,2,3,3,NWAmes,Norm,7,7,WdShing,Plywood,BrkFace,174.0,4,3,4,3,6.0,747.0,1.0,0.0,513.0,1260.0,GasA,3,5,1260,0,0,1260,1.0,0.0,2,0,3,1,3,6,Typ,0,0.0,1,2.0,598.0,3.0,3.0,3,152,0,0,0,0,0,0.0,0.0,0,7,181900,38,38.0,38,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
178,50,RM,5500,3,3,3,OldTown,Norm,5,7,Wd Sdng,Wd Sdng,None,0.0,3,3,3,3,2.0,234.0,5.0,692.0,0.0,926.0,GasA,3,5,926,0,390,1316,1.0,0.0,1,0,3,1,3,6,Typ,0,0.0,1,2.0,484.0,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,0,4,130000,92,47.0,20,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1975,70,RM,9600,3,3,3,OldTown,Norm,5,7,Wd Sdng,Wd Shng,None,0.0,3,4,2,2,1.0,0.0,1.0,0.0,264.0,264.0,GasA,5,5,768,664,0,1432,0.0,0.0,2,0,2,1,3,7,Typ,0,0.0,1,2.0,360.0,3.0,4.0,3,270,0,112,0,0,0,0.0,10.0,0,5,132000,111,111.0,19,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2096,60,RL,9317,3,3,3,SawyerW,Norm,7,5,VinylSd,VinylSd,None,0.0,4,4,4,4,6.0,497.0,1.0,0.0,282.0,779.0,GasA,5,5,1029,929,0,1958,1.0,0.0,2,1,3,1,4,7,Typ,1,3.0,3,2.0,499.0,3.0,3.0,3,202,93,0,0,0,0,0.0,0.0,0,7,220000,27,27.0,20,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
865,20,RL,11838,3,3,3,CollgCr,Norm,8,5,VinylSd,VinylSd,None,0.0,4,3,4,3,1.0,0.0,1.0,0.0,1753.0,1753.0,GasA,5,5,1788,0,0,1788,0.0,0.0,2,0,3,1,5,7,Typ,1,3.0,3,2.0,522.0,3.0,3.0,3,202,151,0,0,0,0,0.0,0.0,0,6,236500,20,20.0,20,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
385,60,FV,8004,2,3,3,Somerst,Norm,8,5,VinylSd,VinylSd,Stone,110.0,4,3,4,3,6.0,544.0,1.0,0.0,288.0,832.0,GasA,5,5,832,1103,0,1935,1.0,0.0,2,1,3,1,3,8,Typ,0,0.0,5,2.0,552.0,3.0,3.0,3,0,150,0,0,0,0,0.0,0.0,0,12,263435,12,12.0,12,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1362,50,RM,6876,3,3,3,IDOTRR,Norm,6,6,Wd Sdng,Wd Sdng,None,0.0,3,3,3,3,1.0,0.0,1.0,0.0,1272.0,1272.0,GasA,3,5,1272,0,697,1969,0.0,0.0,2,0,4,1,3,9,Min1,1,4.0,1,2.0,400.0,3.0,3.0,3,0,34,0,0,0,0,0.0,0.0,0,11,141000,83,83.0,63,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1091,60,RL,8396,2,3,3,Gilbert,Norm,7,5,VinylSd,VinylSd,BrkFace,196.0,4,3,4,3,1.0,0.0,1.0,0.0,847.0,847.0,GasA,5,5,847,1139,0,1986,0.0,0.0,2,1,4,1,4,9,Typ,1,4.0,5,2.0,434.0,3.0,3.0,3,120,48,0,0,0,0,0.0,0.0,0,5,213000,18,18.0,18,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
317,20,RL,9803,3,3,3,Timber,Norm,7,5,VinylSd,VinylSd,None,0.0,4,3,4,3,1.0,0.0,1.0,0.0,1214.0,1214.0,GasA,5,5,1214,0,0,1214,0.0,0.0,2,0,2,1,4,6,Typ,0,0.0,3,2.0,520.0,3.0,3.0,3,0,25,0,0,0,0,0.0,0.0,0,1,179781,12,11.0,11,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
